B_mean,G_mean,R_mean,B_std,G_std,R_std,intensity,symmetry,B_io_mean_diff,G_io_mean_diff,R_io_mean_diff,intensity_io_diff,B_bin1,B_bin2,B_bin3,B_bin4,B_bin5,B_bin6,B_bin7,B_bin8,G_bin1,G_bin2,G_bin3,G_bin4,G_bin5,G_bin6,G_bin7,G_bin8,R_bin1,R_bin2,R_bin3,R_bin4,R_bin5,R_bin6,R_bin7,R_bin8,edge_density,edge_std
128.725341796875,131.60089111328125,164.4552001953125,25.263226707261126,21.668839807213555,13.8277500764484,141.08973693847656,0.5514931355999486,9.528941056055807,4.586725220393369,3.250334497815494,14.261911580923169,1.52587890625e-05,0.0024261474609375,0.0763397216796875,0.4155731201171875,0.3773345947265625,0.12774658203125,0.0005645751953125,0.0,4.57763671875e-05,0.0028228759765625,0.0377655029296875,0.3870697021484375,0.4910430908203125,0.0812530517578125,0.0,0.0,0.0,0.0,0.0009613037109375,0.0079345703125,0.3469390869140625,0.6418304443359375,0.0023345947265625,0.0,3.416290283203125,29.316940203876815
102.13072204589844,114.39981079101562,141.1707305908203,18.465257799690228,18.281029711903024,14.268699126809453,120.99417114257812,0.5113375806170714,2.5653063678301784,4.476317657538019,1.088473252156966,9.724244466167804,0.0,0.02520751953125,0.3157196044921875,0.5856475830078125,0.0731658935546875,0.0002593994140625,0.0,0.0,0.0,0.0018463134765625,0.1661529541015625,0.5771484375,0.2537994384765625,0.0009918212890625,6.103515625e-05,0.0,0.0,0.0,1.52587890625e-05,0.178741455078125,0.7242431640625,0.09674072265625,0.000244140625,1.52587890625e-05,10.44342041015625,50.53718605864968
153.28883361816406,180.54611206054688,227.43275451660156,22.089448171621683,18.590015976065544,12.082948514042812,191.4584503173828,0.22122586297867405,4.04746504835267,0.7432953882378541,2.476801031773462,4.912307961191743,0.0,1.52587890625e-05,0.0009765625,0.08807373046875,0.5744781494140625,0.2758941650390625,0.054656982421875,0.0059051513671875,0.0,0.0,1.52587890625e-05,0.0010986328125,0.1004180908203125,0.6537322998046875,0.2196197509765625,0.025115966796875,0.0,0.0,0.0,0.0,6.103515625e-05,0.0055999755859375,0.36199951171875,0.6323394775390625,56.715087890625,106.04596275987151
145.3651123046875,150.47584533691406,156.927490234375,14.955407345642794,16.961407000627133,11.29158535390811,151.80076599121094,0.39229843761850713,3.3503769046381535,6.670372407710339,2.82559483458445,15.420133765335322,0.0,0.0002593994140625,0.0077667236328125,0.0935211181640625,0.744659423828125,0.153564453125,0.000213623046875,1.52587890625e-05,0.0,0.0007476806640625,0.0122222900390625,0.0727996826171875,0.6094970703125,0.3041534423828125,0.000579833984375,0.0,0.0,0.0,0.0013580322265625,0.0150146484375,0.53680419921875,0.4466400146484375,0.00018310546875,0.0,13.21380615234375,56.5235870749189
135.20098876953125,138.77748107910156,158.89149475097656,31.11343759178973,25.774489527497618,22.398916211194898,144.37994384765625,0.4282348520988889,5.553989289284516,3.594917866841371,3.368860814104927,11.259454958129481,0.0,0.007171630859375,0.13690185546875,0.2211151123046875,0.3749542236328125,0.2554931640625,0.0043487548828125,1.52587890625e-05,0.0,4.57763671875e-05,0.0855865478515625,0.2160186767578125,0.4569091796875,0.2410125732421875,0.00042724609375,0.0,0.0,0.0,0.00592041015625,0.1150054931640625,0.2800445556640625,0.5903778076171875,0.0086517333984375,0.0,9.770278930664062,48.9485727773176
164.4883270263672,153.79063415527344,208.55355834960938,27.939284045761326,25.946405277549548,32.83470277700651,171.3831329345703,0.3360401117832406,4.192540185877782,1.0518079060608727,11.454953153394072,13.561904121841053,0.0,9.1552734375e-05,0.005401611328125,0.0867156982421875,0.347015380859375,0.395233154296875,0.1441192626953125,0.02142333984375,9.1552734375e-05,0.0002288818359375,0.003814697265625,0.1519927978515625,0.4470672607421875,0.31390380859375,0.0758209228515625,0.007080078125,0.0,0.0,1.52587890625e-05,9.1552734375e-05,0.109405517578125,0.2036895751953125,0.27825927734375,0.408538818359375,33.80882263183594,86.47666322984036
75.87748718261719,85.28106689453125,108.70672607421875,21.150584365523606,18.39707430418035,15.101487363178439,91.21235656738281,0.3171757101820107,0.4378041576517866,0.7552820091754491,1.1772034928456634,0.12406293576340488,0.0164794921875,0.2743682861328125,0.51824951171875,0.1883544921875,0.0024566650390625,9.1552734375e-05,0.0,0.0,0.0068359375,0.1116180419921875,0.5718994140625,0.302947998046875,0.00653076171875,0.0001678466796875,0.0,0.0,0.0001068115234375,0.0095672607421875,0.1655426025390625,0.750152587890625,0.074127197265625,0.0005035400390625,0.0,0.0,26.470413208007812,77.77706983834835
126.8009033203125,143.18563842773438,185.68113708496094,17.215269730077566,16.9219802857738,10.553695509962315,154.02593994140625,0.48323312479106806,3.576310690404661,5.4635833969321865,1.9169904061644587,12.561949112456176,0.0,6.103515625e-05,0.020751953125,0.5277557373046875,0.416717529296875,0.0340576171875,0.0006103515625,4.57763671875e-05,0.0,3.0517578125e-05,0.0051422119140625,0.1368255615234375,0.684600830078125,0.1714630126953125,0.0018463134765625,9.1552734375e-05,0.0,0.0,0.0,0.0018310546875,0.02044677734375,0.7096710205078125,0.267303466796875,0.0007476806640625,11.867523193359375,53.71573612603404
117.93617248535156,124.04696655273438,148.13034057617188,28.829509623735426,29.134681091226234,33.4768379489284,130.54974365234375,0.24348219457506873,0.2993076696241772,1.8559145482343027,2.2349431129035437,1.1559928824493966,0.0,0.01129150390625,0.2603912353515625,0.3062591552734375,0.3565521240234375,0.064208984375,0.00128173828125,1.52587890625e-05,0.0,0.0034332275390625,0.205780029296875,0.3199462890625,0.3394012451171875,0.1302947998046875,0.0011138916015625,3.0517578125e-05,0.0,0.000244140625,0.0718231201171875,0.2438201904296875,0.229827880859375,0.3866119384765625,0.0676727294921875,0.0,33.641510009765625,86.2950395837042
103.16310119628906,118.46563720703125,181.8579864501953,17.00136318858805,16.860669468065318,8.711641016900085,135.67547607421875,0.6794991795079367,3.18865776457217,5.83528230695741,0.8483226791233776,10.60351485947578,0.0,0.024383544921875,0.279205322265625,0.635223388671875,0.060882568359375,0.00030517578125,0.0,0.0,0.0,0.0012054443359375,0.1014556884765625,0.5755767822265625,0.3205413818359375,0.001220703125,0.0,0.0,0.0,0.0,0.0,0.0,0.000152587890625,0.83843994140625,0.1613616943359375,4.57763671875e-05,1.1167144775390625,16.83790784355692
116.67437744140625,133.52452087402344,178.77198791503906,29.144850149929315,31.593105856999575,32.10903280103315,145.13612365722656,0.6026743323154897,2.997338249590051,3.036496503920418,4.959764755059815,10.81753088352545,0.0190582275390625,0.037506103515625,0.1574859619140625,0.33038330078125,0.451690673828125,0.003875732421875,0.0,0.0,0.011138916015625,0.02069091796875,0.1027069091796875,0.20794677734375,0.4506683349609375,0.20684814453125,0.0,0.0,0.000762939453125,0.0144805908203125,0.0147247314453125,0.0476837158203125,0.1244049072265625,0.3429412841796875,0.4549407958984375,6.103515625e-05,2.513580322265625,25.192159417986648
